audio_file,text,duration
output\verses\genesis\genesis_21_verse_17.wav,"Nyɔŋmɔ nu oblanyo lɛ gbee, ni Nyɔŋmɔ bɔfo jɛ ŋwɛi etsɛ Hagar, ni ekɛɛ lɛ akɛ, “Mɛni gbaa onaa Hagar? Kaashe gbeyei, shi Nyɔŋmɔ enu gbekɛ lɛ gbee yɛ he ni gbekɛ lɛ yɔɔ lɛ.",15.29
output\verses\genesis\genesis_21_verse_18.wav,"Tee shi ni owo gbekɛ lɛ nɔ, hiɛmɔ lɛ jogbaŋŋ, ejaakɛ mahã etsɔ maŋ kpeteŋkple.”",7.45
output\verses\genesis\genesis_21_verse_19.wav,"Kɛkɛ ni Nyɔŋmɔ gbele Hagar hiŋmɛii, ni ena nubu ko. Eyiŋ etee, ni eyayɛ nu ewo wolo tɔ lɛ mli obɔ̃, ni ehã gbekɛ nuu lɛ eko enu.",11.9
output\verses\genesis\genesis_21_verse_20.wav,Nyɔŋmɔ kɛ gbekɛ nuu lɛ yɛ ni eda. Ehi shi yɛ ŋa lɛ nɔ ni etsɔ gãitsɛ̃lɔ ni he esa naakpa.,8.23
output\verses\genesis\genesis_21_verse_21.wav,"Ehi shi yɛ Paran ŋa lɛ nɔ, ni enyɛ yaŋɔ yoo kɛjɛ Ijipt shikpɔŋ lɛ nɔ ebahã lɛ.",6.78
output\verses\genesis\genesis_21_verse_22.wav,"Nɛkɛ be nɛɛ mli lɛ, Abimelek kɛ etatsɛ Fikol bakɛɛ Abraham akɛ, “Nyɔŋmɔ kɛ bo yɛ, yɛ nibii fɛɛ ni ofeɔ lɛ mli.",10.65
output\verses\genesis\genesis_21_verse_23.wav,"No hewɔ lɛ, agbɛnɛ, okɛ Nyɔŋmɔ akã mi kitã yɛ biɛ nɛɛ akɛ oyeŋ mi loo mibii loo mihɔi kutumpɔo; shi bɔ ni miyeɔ bo anɔkwa lɛ, nakai obaafee mi kɛ shikpɔŋ ni obato gbɔ yɛ nɔ nɛɛ.”",17.26
output\verses\genesis\genesis_21_verse_24.wav,"Ni Abraham kɛɛ akɛ, “Makã kitã lɛ.”",3.91
output\verses\genesis\genesis_21_verse_25.wav,Shi Abraham kɛ Abimelek wie kɛ dɔlɛ yɛ nubu ko ni Abimelek tsuji lɛ eshɔ̃ ekãa naa yɛ edɛ lɛ he.,8.84
output\verses\genesis\genesis_21_verse_26.wav,"Ni Abimelek kɛɛ akɛ, “Mileee mɔ ni ye nɛkɛ sane nɛɛ, ni bo hu otsiii tã okɛɛɛ mi lɛ, asaŋ minuko da hu, akɛ ja ŋmɛnɛ.”",11.71
output\verses\genesis\genesis_21_verse_27.wav,Kɛkɛ ni Abraham kɛ toi kɛ tsinai hã Abimelek ni amɛyi enyɔ lɛ fɛɛ amɛkpãŋ.,6.92
output\verses\genesis\genesis_21_verse_28.wav,Abraham jie toi lɛ amli gwantɛŋ biyei kpawo eto afã.,4.6
output\verses\genesis\genesis_21_verse_29.wav,"Abimelek bi Abraham akɛ, “Nɛkɛ gwantɛŋ biyei kpawo ni ojie oto afã nɛɛ, te eshishiŋ?”",8.22
output\verses\genesis\genesis_21_verse_30.wav,"Ni Abraham kɛɛ, “Gwantɛŋ biyei kpawo nɛɛ, ŋɔɔ yɛ midɛŋ koni okɛye odase ohã mi akɛ mi mije nɛkɛ nubu nɛɛ.”",10.89
output\verses\genesis\genesis_21_verse_31.wav,"No hewɔ lɛ, Abraham tsɛ jɛi Beersheba, ejaakɛ jɛi amɛyi enyɔ lɛ fɛɛ amɛkãmɔ kitã yɛ.",8.35
output\verses\genesis\genesis_21_verse_32.wav,"Amɛkpãŋ yɛ Beersheba. Kɛkɛ ni Abimelek kɛ etatsɛ Fikol te shi, ni amɛku amɛsɛɛ kɛba Filistibii lɛ ashikpɔŋ lɛ nɔ ekoŋŋ.",10.88
output\verses\genesis\genesis_21_verse_33.wav,"Abraham tɛo tso ko ni atsɛɔ lɛ akɛ tamariske tso lɛ yɛ Beersheba, ni eja Yehowa, Naanɔ Nyɔŋmɔ lɛ, yɛ jɛi.",9.57
output\verses\genesis\genesis_21_verse_34.wav,Abraham to gbɔ yɛ Filistibii ashikpɔŋ lɛ nɔ be kplaŋŋ.,6.43
output\verses\genesis\genesis_22_verse_1.wav,"Saji nɛɛ asɛɛ lɛ eba mli akɛ Nyɔŋmɔ ka Abraham ni ekɛɛ lɛ akɛ, “Abraham!” Ni Abraham kɛɛ, “Naa mi!”",11.35
output\verses\genesis\genesis_22_verse_2.wav,"Nyɔŋmɔ kɛɛ lɛ akɛ, “Ŋɔɔ obi Isak ni ji obi koome ni odɔɔ ehe lɛ, ni oyiŋ oya Moria Shikpɔŋ lɛ nɔ, ni okɛ lɛ ayashã afɔle yɛ jɛi, yɛ gɔji lɛ ateŋ ekome ni matsɔ̃ɔ bo lɛ nɔ.”",16.95
output\verses\genesis\genesis_22_verse_3.wav,"No hewɔ lɛ, Abraham te shi leebi maŋkpa, ni ewo eteji nɔ nii, ni eŋɔ eblahii lɛ enyɔ kɛ ebi Isak lɛ efata ehe. Egba lai ni ekɛyaashã shãa afɔle lɛ; ni eyiŋ eeya he ni Nyɔŋmɔ etsɔ̃ɔ lɛ lɛ.",17.92
output\verses\genesis\genesis_22_verse_4.wav,"Gbi ni ji etɛ̃ lɛ nɔ lɛ, Abraham wo ehiɛ nɔ, ni ena jɛi yɛ shɔŋŋ.",7.23
output\verses\genesis\genesis_22_verse_5.wav,"Kɛkɛ ni Abraham kɛɛ eblahii lɛ akɛ, “Nyɛkɛ teji lɛ ahĩa biɛ; mi kɛ oblanyo lɛ miiya he ni jeɔ lɛ wɔyaja Nyɔŋmɔ ni wɔku wɔsɛɛ wɔba nyɛŋɔɔ ekoŋŋ.”",13.47
output\verses\genesis\genesis_22_verse_6.wav,"Kɛkɛ ni Abraham kɛ afɔleshãa lai lɛ tere ebi Isak, ni eŋɔ la lɛ kɛ kakla lɛ ehiɛ edɛ; ni amɛyi enyɔ lɛ pɛ amɛyi mli amɛtee.",11.16
output\verses\genesis\genesis_22_verse_7.wav,"Be ni amɛyaa lɛ, Isak kɛ etsɛ Abraham wie, ni ekɛɛ, “Ataa!” Etsɛ here nɔ ekɛɛ, “Naa mi, mibi!” Ni Isak kɛɛ, “Naa, la kɛ lai nɛ, shi nɛgbɛ too gwantɛŋbi ni akɛbaashã shãa afɔle lɛ yɔɔ?”",18.99
output\verses\genesis\genesis_22_verse_8.wav,"Abraham to he akɛ, “Mibi, Nyɔŋmɔ diɛŋtsɛ aaahã too gwantɛŋ ni akɛshã shãa afɔle lɛ!” Kɛkɛ ni amɛyi enyɔ lɛ fɛɛ amɛkɛshwie nɔ kɛtee.",12.64
output\verses\genesis\genesis_22_verse_9.wav,"Be ni amɛshɛ he ni Nyɔŋmɔ etsɔ̃ɔ lɛ, Abraham ma afɔleshãa latɛ yɛ jɛi. Eto lai lɛ eshwie afɔleshãa latɛ lɛ nɔ. Kɛkɛ ni efi ebi Isak lɛ, ni ekɛ lɛ ŋmɛ lai lɛ nɔ yɛ afɔleshãa latɛ lɛ nɔ.",15.83
output\verses\genesis\genesis_22_verse_10.wav,Kɛkɛ ni Abraham kpã enine mli ekɔ kakla lɛ koni ekɛgbe ebi lɛ.,5.87
output\verses\genesis\genesis_22_verse_11.wav,"Shi Yehowa bɔfo lɛ jɛ ŋwɛi etsɛ Abraham ekɛɛ, “Abraham, Abraham!” Abraham here nɔ ekɛɛ, “Naa mi!”",9.99
output\verses\genesis\genesis_22_verse_12.wav,"Bɔfo lɛ kɛɛ lɛ akɛ, “Kaahã onine miisa oblanyo lɛ he, ni asaŋ kaafee lɛ nɔ ko nɔ ko! Shi mina mile agbɛnɛ akɛ osheɔ Nyɔŋmɔ gbeyei, akɛni okamaaa lɛ obi koome nɛɛ lɛ.”",16.3
output\verses\genesis\genesis_22_verse_13.wav,"Kɛkɛ ni Abraham wo ehiɛ nɔ; eyaakwɛ ehe lɛ, naa ojwɛni ko yɛ esɛɛgbɛ ni eklontoi elalaa koo. Abraham tee eyamɔ ojwɛni lɛ, ni eŋɔ lɛ eshã shãa afɔle lɛ yɛ ebi lɛ najiaŋ.",16.83
output\verses\genesis\genesis_22_verse_14.wav,"No hewɔ lɛ, Abraham wo jɛi gbɛi akɛ “Yehowa aaakwɛ.” No hewɔ akɛɔ kɛ ŋmɛnɛ akɛ, “Yehowa Gɔŋ lɛ nɔ aaakwɛ yɛ lɛ.”",10.48
output\verses\genesis\genesis_22_verse_15.wav,"Ni Yehowa bɔfo lɛ jɛ ŋwɛi etsɛ Abraham nɔ ni ji shii enyɔ nɔ,",5.08
output\verses\genesis\genesis_22_verse_16.wav,"ni ekɛɛ, “Bɔ ni Yehowa kɛɛ nɛ, ‘Mikã mi diɛŋtsɛ mihe kitã akɛ, akɛni ofee enɛ ni okamaaa mi obi lɛ ni ji obi kome too lɛ",12.41
output\verses\genesis\genesis_22_verse_17.wav,"hewɔ lɛ, jɔɔmɔ majɔɔ bo, ni mahã oshwiei afa tamɔ ŋwɛi ŋulamii kɛ ŋshɔnaa shia. Oshwiei lɛ aaaye amɛhenyɛlɔi anɔ kunim.",11.66
output\verses\genesis\genesis_22_verse_18.wav,"Ni oshwiei lɛ amli aaajɛ ajɔɔ shikpɔŋ lɛ nɔ maji fɛɛ, ejaakɛ obo mi toi.",7.76
output\verses\genesis\genesis_22_verse_19.wav,"Kɛkɛ ni Abraham ku esɛɛ kɛba eblahii lɛ aŋɔɔ. Amɛte shi, ni amɛ fɛɛ amɛŋɔ shwie nɔ kɛba Beersheba. Abraham hi shi yɛ Beersheba.",11.19
output\verses\genesis\genesis_22_verse_20.wav,"Saji nɛɛ asɛɛ lɛ, eba mli akɛ abakɛɛ Abraham akɛ, “Naa, Milka hu kɛ onyɛmi nuu Nahor efɔ bii.”",10.11
output\verses\genesis\genesis_22_verse_21.wav,Kromɔbi lɛ ji Uz kɛ enyɛmi Buz kɛ Kemuel ni ji Aram tsɛ lɛ;,6.66
output\verses\genesis\genesis_22_verse_22.wav,kɛ Kesed kɛ Hazo kɛ Pildash kɛ Yidlaf kɛ Betuel.,7.08
output\verses\genesis\genesis_22_verse_23.wav,Betuel fɔ Rebeka. Mɛi kpaanyɔ nɛɛ ji mɛi ni Milka kɛ Abraham nyɛmi Nahor fɔ.,7.09
output\verses\genesis\genesis_22_verse_24.wav,Nahor hemɔ ni atsɛɔ lɛ Reuma lɛ hu kɛ Nahor fɔ Teba kɛ Gaham kɛ Tahash kɛ Maaka.,9.78
output\verses\genesis\genesis_23_verse_1.wav,Afii abɔ ni Sara ye yɛ jeŋ ji afii oha kɛ nyɔŋmai enyɔ kɛ kpawo.,6.0
output\verses\genesis\genesis_23_verse_2.wav,"Sara gbo yɛ Kiriat-Arba, ni ji Hebron ni yɔɔ Kanaan shikpɔŋ lɛ nɔ lɛ. Abraham ye Sara he ŋkɔmɔ ni efo lɛ.",9.11
output\verses\genesis\genesis_23_verse_3.wav,"Kɛkɛ ni Abraham te shi yɛ egbonyo lɛ he, ni ekɛ Hitbii lɛ yawie akɛ,",5.88
output\verses\genesis\genesis_23_verse_4.wav,"“Mɔkpɔŋ ji mi, ni mibato gbɔ yɛ nyɛteŋ. Nyɛhãa mi he ko mahe koni mikɛfee fuuhe ni mato miŋa gbonyo ni kã mihiɛ nɛɛ yɛ jɛi.”",10.54
output\verses\genesis\genesis_23_verse_5.wav,"Hitbii lɛ here lɛ nɔ amɛkɛɛ akɛ,",3.2
output\verses\genesis\genesis_23_verse_6.wav,"“Nuŋtsɔ, bo wɔ toi; wɔbuɔ bo akɛ lumɔ kpele yɛ wɔteŋ. Wɔfuuhei lɛ ateŋ nɔ ni hi fe fɛɛ lɛ, fuu ogbonyo lɛ yɛ mli; wɔteŋ mɔ ko mɔ ko etsiŋ bo gbɛ akɛ okafu ogbonyo lɛ yɛ fuuhe lɛ.”",15.92
output\verses\genesis\genesis_23_verse_7.wav,"Kɛkɛ ni Abraham te shi, ni ekoto shikpɔŋ lɛ nɔ bii ni ji Hitbii lɛ,",5.5
output\verses\genesis\genesis_23_verse_8.wav,"ni ekɛ amɛ wie ekɛɛ; “Kɛji nyɛyɛ he tsui akɛ mifu migbonyo ni kã mihiɛ nɛɛ lɛ, nyɛboa mi toi, ni nyɛkpaa Zohar bi Efron lɛ fai nyɛhãa mi",12.26
output\verses\genesis\genesis_23_verse_9.wav,"koni ekɛ etɛkplo ni ji Makpela tɛkplo lɛ ni yɔɔ eshikpɔŋ lɛ naagbee he lɛ ahã mi. Bɔ fɛɛ bɔ ni ji tɛkplo lɛ naa lɛ, eŋɔ ehã mi yɛ nyɛhiɛ, ni mahe mikɛfee mifuuhe lɛ.”",15.05
output\verses\genesis\genesis_23_verse_10.wav,"Efron, Hitnyo lɛ, ta Hitbii lɛ ateŋ, ni ehere Abraham nɔ bɔ ni Hitbii lɛ fɛɛ nu yɛ amɛtoiŋ yɛ mɛi fɛɛ ni boteɔ maŋ lɛ agbo lɛ mli lɛ hiɛ akɛ,",11.84
output\verses\genesis\genesis_23_verse_11.wav,"“Dabida, minuŋtsɔ, bo mi toi! Shikpɔŋ lɛ mikɛmiihã bo, ni tɛkplo ni yɔɔ mli lɛ hu mikɛmiihã bo, mimaŋbii lɛ ahiɛ mikɛhãa bo yɛ nɛɛ, fuu oŋa lɛ gbonyo lɛ yɛ jɛi.”",15.04
output\verses\genesis\genesis_23_verse_12.wav,"Kɛkɛ ni Abraham ho koto shi yɛ shikpɔŋ lɛ nɔ bii lɛ ahiɛ, ni ekɛɛ Efron yɛ maŋbii lɛ fɛɛ atoiŋ 13akɛ, “Miikpa bo fai, bo mi toi. Masumɔ matse shika mikɛhe shikpɔŋ lɛ; hemɔ shika lɛ yɛ midɛŋ koni mafu migbonyo lɛ yɛ jɛi.”",8.49
output\verses\genesis\genesis_23_verse_14.wav,"Efron here Abraham nɔ akɛ, 15“Minuŋtsɔ, bo mi toi. Shikpɔŋ ni naa ji jwiɛtɛi shekel ohai ejwɛ lɛ, mɛni ji no yɛ mi kɛ bo teŋ? No hewɔ lɛ, fuu ogbonyo lɛ.”",2.6
output\verses\genesis\genesis_23_verse_16.wav,"Abraham kpɛlɛ̃ nɔ ehã Efron, ni eŋmɛ jwiɛtɛi ni Efron tsĩ tã yɛ Hitbii lɛ atoiŋ lɛ ehã lɛ, efee jwiɛtɛi shekel ohai ejwɛ yɛ jarayelɔi asɛnii tɛ naa.",14.23
output\verses\genesis\genesis_23_verse_17.wav,"Kɛkɛ ni atu Efron shikpɔŋ lɛ ni yɔɔ Makpela, yɛ Mamre bokãgbɛ lɛ, awo Abraham dɛŋ. Shikpɔŋ muu lɛ kɛ tɛkplo ni yɔɔ mli lɛ fɛɛ kɛ tsei fɛɛ ni yɔɔ shikpɔŋ lɛ nɔ kɛ ehusui lɛ anɔ lɛ",15.71
output\verses\genesis\genesis_23_verse_18.wav,tsɔ̃ Abraham nɔ yɛ Hitbii lɛ kɛ mɛi fɛɛ hu ni tee maŋ koi lɛ shi lɛ ahiɛ.,6.51
output\verses\genesis\genesis_23_verse_19.wav,"Enɛ sɛɛ lɛ Abraham fu eŋa Sara yɛ nakai tɛkplo lɛ ni yɔɔ Makpela abɔɔ lɛ mli lɛ mli, yɛ Mamre bokãgbɛ (no ji Hebron) yɛ Kanaan shikpɔŋ lɛ nɔ.",12.99
output\verses\genesis\genesis_23_verse_20.wav,"Hitbii lɛ tu abɔɔ nɛɛ kɛ emli tɛkplo lɛ amɛwo Abraham dɛŋ, ni etsɔ̃ egbonyofuuhe.",9.16
output\verses\genesis\genesis_24_verse_1.wav,"Abraham egbɔ, ni eye afii pii; ni Yehowa ejɔɔ Abraham yɛ nibii fɛɛ amli.",8.13
output\verses\genesis\genesis_24_verse_2.wav,"Abraham kɛɛ etsulɔ ni ji ewe lɛ mli onukpa ni lɛ ekwɛɔ nii fɛɛ ni Abraham yɔɔ lɛ anɔ lɛ akɛ, “Ba ni okɛ onine abahɔ mishuɔ shishi",10.95
output\verses\genesis\genesis_24_verse_3.wav,"koni mahã okã Yehowa, ŋwɛi Nyɔŋmɔ kɛ shikpɔŋ Nyɔŋmɔ lɛ, kitã akɛ oŋɔŋ Kanaanbii ni miyɔɔ amɛteŋ nɛɛ abiyei lɛ eko akɛ ŋa ohaŋ mibi Isak;",13.27
output\verses\genesis\genesis_24_verse_4.wav,shi moŋ oootee mishikpɔŋ lɛ nɔ kɛ miweku lɛ mli ni oyaŋɔ yoo obahã lɛ.”,6.76
output\verses\genesis\genesis_24_verse_5.wav,"Ni tsulɔ lɛ kɛɛ Abraham akɛ, “Ekolɛ, yoo lɛ ebakpɛlɛŋ ni enyiɛ misɛɛ kɛba shikpɔŋ nɛɛ nɔ. Kɛ eba lɛ nakai lɛ, ani mikɛ obi lɛ aku sɛɛ aya shikpɔŋ nɔ he ni ojɛ kɛba lɛ lo?”",15.33
output\verses\genesis\genesis_24_verse_6.wav,"Abraham kɛɛ tsulɔ lɛ akɛ, “Kwɛmɔ ni ahi koni okɛ mibi lɛ akaku sɛɛ kɛmiiya jɛi.",6.77
output\verses\genesis\genesis_24_verse_7.wav,"Yehowa, ŋwɛi Nyɔŋmɔ lɛ, mɔ ni ŋɔ mi kɛjɛ mitsɛ we lɛ kɛ miwekumɛi ashikpɔŋ lɛ nɔ ni ekɛ mi wie ni ekã mi kitã akɛ, ‘Oshwiei maŋɔ nɛkɛ shikpɔŋ nɛɛ mahã lɛ,’ lɛ eeetsu ebɔfo kɛnyiɛ ohiɛ ni oyaŋɔ yoo kɛjɛ jɛi obahã mibi lɛ.",19.69
output\verses\genesis\genesis_24_verse_8.wav,"Kɛji yoo lɛ sumɔɔɔ akɛ eeenyiɛ osɛɛ kɛba lɛ, no lɛ, ohe eje mikitã nɛɛ mli; mibi lɛ kɛkɛ ni okɛ lɛ akaku sɛɛ kɛmiiya jɛi.”",11.41
output\verses\genesis\genesis_24_verse_9.wav,Kɛkɛ ni tsulɔ lɛ kɛ enine hɔ enuŋtsɔ Abraham shuɔ shishi ni ekã lɛ kitã yɛ sane nɛɛ hewɔ.,7.3
output\verses\genesis\genesis_24_verse_10.wav,"Kɛkɛ ni tsulɔ lɛ ŋɔ enuŋtsɔ yoomai lɛ ateŋ nyɔŋma, ni eŋɔ enuŋtsɔ lɛ nikeenii kpakpai srɔtoi ehiɛ edɛ̃ŋ, ni eyiŋ kɛtee maŋ he ni Nahor hi yɛ Mesopotamia kooyigbɛ shikpɔŋ lɛ nɔ lɛ.",14.61
output\verses\genesis\genesis_24_verse_11.wav,"Tsulɔ lɛ hã yoomai lɛ bumɔ shi yɛ maŋ lɛ ŋmaŋmasha lɛ, yɛ nubu ko he, gbɛkɛnaashi be mli ni yei jeɔ kpo baa nuyɛɛ lɛ.",9.68
output\verses\genesis\genesis_24_verse_12.wav,"Esɔle ekɛɛ “Ao, Yehowa, minuŋtsɔ Abraham Nyɔŋmɔ! Miikpa bo fai ni ohã mihe aba nii ŋmɛnɛ gbi nɛɛ, ni ojie osuɔmɔ ni tsakeee lɛ kpo otsɔ̃ɔ minuŋtsɔ Abraham.",13.74
output\verses\genesis\genesis_24_verse_13.wav,"Naa, midamɔ nubu nɛɛ he, ni maŋ lɛ mli bii abiyei miije kpo miiba nuyɛɛ.",6.77
output\verses\genesis\genesis_24_verse_14.wav,"Hã aba mli akɛ oblayoo mɔ ni makɛɛ lɛ akɛ, ‘Miikpa bo fai, too ogbɛ lɛ kɛba shi ni manu nu lɛ eko,’ ni eeekɛɛ akɛ, ‘Nuu, ni mahã oyomai lɛ hu eko amɛnu’ lɛ, lɛ efee mɔ krɛdɛɛ ni ojie ohã otsulɔ Isak. Enɛ mikɛaale akɛ ojie osuɔmɔ ni tsakeee lɛ kpo otsɔ̃ɔ minuŋtsɔ.”",26.23
output\verses\genesis\genesis_24_verse_15.wav,"Enaa naaa anyɔ shi kɛkɛ lɛ naa Rebeka, Betuel biyoo lɛ, ni eje kpo eeba ni egbɛ tswa ekɔŋ. Betuel nɛɛ, Abraham nyɛmi Nahor kɛ eŋa Milka bi ji lɛ.",13.46
output\verses\genesis\genesis_24_verse_16.wav,"Oblayoo nɛɛ ehe yɛ fɛo naakpa; oblayoo foro ni, ni nuu ko etako ehe dã. Ekpeleke shi kɛtee bu lɛ mli ni eyawo egbɛ lɛ obɔ̃, kɛkɛ ni eje kpo kɛba.",14.54
output\verses\genesis\genesis_24_verse_17.wav,"Abraham tsulɔ lɛ sha foi ekɛ lɛ yakpe ni ekɛɛ, “Miikpa bo fai ni ohã manu ogbɛ lɛ mli nu lɛ fioo.”",8.4
output\verses\genesis\genesis_24_verse_18.wav,"Oblayoo lɛ kɛɛ, “Nuu, minuŋtsɔ.” Kɛkɛ ni ehe fee oya ni eto gbɛ lɛ ehiɛ edɛ̃ŋ ni ehã lɛ nu enu.",9.97
output\verses\genesis\genesis_24_verse_19.wav,"Be ni tsulɔ lɛ enu egbe naa lɛ, oblayoo lɛ kɛɛ, “Mayɛ eko mahã oyomai lɛ hu kɛyashi beyinɔ ni amɛaanu amɛtã.”",10.55
output\verses\genesis\genesis_24_verse_20.wav,Ehe fee oya ni etsɔ̃ egbɛ lɛ mli nu lɛ ewo nunumɔ nɔ lɛ mli. Kɛkɛ ni esha foi etee bu lɛ mli ekoŋŋ eyayɛ nu lɛ ni eyɛ ehã yoomai lɛ fɛɛ.,13.46
output\verses\genesis\genesis_24_verse_21.wav,Tsulɔ lɛ fee diŋŋ ni ekwɛ oblayoo lɛ too koni ekɛle akɛ Yehowa ehã egbɛfãa lɛ efee omanye lo.,9.51
output\verses\genesis\genesis_24_verse_22.wav,"Be ni yoomai lɛ enu nu lɛ egbe naa lɛ, tsulɔ lɛ ŋɔ shika ŋmiiŋmi ga ni jara wa ekɛwo oblayoo lɛ gugɔŋ, ni eŋɔ shika ŋmiiŋmi nineshi gai agboi enyɔ hu ekɛwo oblayoo lɛ niji.",14.4
output\verses\genesis\genesis_24_verse_23.wav,"Kɛkɛ ni ebi lɛ akɛ, “Namɔ biyoo ji bo? Kɛɛmɔ mi koo! Ani wɔɔna gbɛ yɛ otsɛ we lɛ koni wɔyato jɛi?”",8.89
output\verses\genesis\genesis_24_verse_24.wav,"Oblayoo lɛ hã hetoo akɛ, “Nahor kɛ eŋa Milka bi Betuel lɛ biyoo ji mi.”",6.35
output\verses\genesis\genesis_24_verse_25.wav,"Asaŋ oblayoo lɛ kɛɛ tsulɔ lɛ akɛ, “Wɔyɛ jwɛi kɛ kooloi aniyenii pii, ni gbɛ hu yɛ bɔ ni aaanyɛ ato jɛi.”",9.61
output\verses\genesis\genesis_24_verse_26.wav,"Kɛkɛ ni tsulɔ lɛ ma eyi shi, ni eja Yehowa ni ekɛɛ,",4.88
output\verses\genesis\genesis_24_verse_27.wav,"“Aaajie Yehowa, minuŋtsɔ Abraham Nyɔŋmɔ lɛ, yi akɛ ehãko esuɔmɔ ni tsakeee kɛ enɔkwayeli lɛ sɛɛ afo yɛ minuŋtsɔ nɔ; ni mi hu Yehowa ebatsɔ̃ɔ mi minuŋtsɔ wekumɛi awe gbɛ!”",15.57
output\verses\genesis\genesis_24_verse_28.wav,Kɛkɛ ni oblayoo lɛ sha foi kɛtee eyagba mɛi ni yɔɔ enyɛ we lɛ nɛkɛ saji nɛɛ.,6.81
output\verses\genesis\genesis_24_verse_29.wav,Rebeka yɛ nyɛmi nuu ko ni atsɛɔ lɛ Laban; Laban nɛɛ sha foi kɛje kpo ni etee nuu lɛ ŋɔɔ yɛ nubu lɛ he.,9.64
output\verses\genesis\genesis_24_verse_30.wav,"Be ni Laban na ga lɛ kɛ nineshi gai lɛ yɛ enyɛmi yoo lɛ niji, ni asaŋ enu wiemɔi ni Rebeka kɛɛ nuu lɛ kɛ lɛ wie lɛ, eba nuu lɛ ŋɔɔ yɛ he ni edamɔ yɛ yoomai lɛ amasɛi yɛ bu lɛ he lɛ,",15.02
output\verses\genesis\genesis_24_verse_31.wav,"ni Laban kɛɛ nuu lɛ akɛ, “Ba shĩa, bo mɔ ni Yehowa ejɔɔ bo! Mɛɛ hewɔ odamɔ ŋmaŋmasha? Shi misaa shĩa lɛ mihã bo, kɛ gbɛ hu mihã yoomai lɛ.”",12.91
output\verses\genesis\genesis_24_verse_32.wav,"No hewɔ lɛ, nuu lɛ ba shĩa lɛ, ni Laban jie yoomai lɛ anɔ nii lɛ. Ehã nuu lɛ jwɛi kɛ niyenii ni akɛhã yoomai lɛ. Asaŋ ehã tsulɔ lɛ kɛ mɛi ni ekɛnyiɛ lɛ nu ni amɛkɛfɔ amɛnaji ahe.",16.38
output\verses\genesis\genesis_24_verse_33.wav,"Kɛkɛ ni akɛ niyenii bama tsulɔ lɛ hiɛ koni eye. Shi tsulɔ lɛ kɛɛ akɛ, “Miyeŋ nii ja mibɔ mimaniɛ ni mihiɛ kɛba lɛ dã.” Ni Laban kɛɛ lɛ akɛ, “Wiemɔ!”",13.32
output\verses\genesis\genesis_24_verse_34.wav,"No hewɔ lɛ, tsulɔ lɛ kɛɛ, “Abraham tsulɔ ji mi.",4.31
output\verses\genesis\genesis_24_verse_35.wav,"Yehowa ejɔɔ minuŋtsɔ naakpa, ni etsɔ̃ niiatsɛ wulu. Yehowa ehã lɛ toi kɛ tsinai kɛ jwiɛtɛi kɛ shika kɛ webii kɛ weyei kɛ yoomai kɛ tejii.",12.74
output\verses\genesis\genesis_24_verse_36.wav,"Minuŋtsɔ ŋa Sara kɛ minuŋtsɔ fɔ binuu be ni Sara egbɔ sɛɛ, ni minuŋtsɔ Abraham eŋɔ enii fɛɛ ni eyɔɔ ehã ebinuu nɛɛ.",11.12
output\verses\genesis\genesis_24_verse_37.wav,"Minuŋtsɔ hã mikã kitã akɛ, ‘Kaaŋɔ Kanaanbii, mɛi ashikpɔŋ nɔ ni miyɔɔ lɛ abiyei lɛ ateŋ mɔ ko akɛ ŋa ohã mibinuu lɛ;",11.0
output\verses\genesis\genesis_24_verse_38.wav,shi moŋ yaa mitsɛ we lɛ kɛ wekumɛi lɛ aŋɔɔ koni oyaŋɔ ŋa obahã mibinuu lɛ.’,7.5
output\verses\genesis\genesis_24_verse_39.wav,"Ni mikɛɛ minuŋtsɔ akɛ, ‘Eko lɛ yoo lɛ ebanyiɛŋ misɛɛ kɛbaŋ.’",5.56
output\verses\genesis\genesis_24_verse_40.wav,"Shi ekɛɛ mi akɛ, ‘Yehowa, mɔ toi ni miboɔ daa nɛɛ lɛ, aaatsu ebɔfo afata ohe, ni eeehã oye omanye, ni obaaya oyaŋɔ ŋa yɛ mijaku kɛ mitsɛ we lɛ obahã mibinuu lɛ.",15.8
output\verses\genesis\genesis_24_verse_41.wav,"Ja nakai dani ohe aaaje mikitã nɛɛ mli. Kɛji otee mijakubii aŋɔɔ ni amɛkɛ yoo lɛ hãaa bo lɛ, no lɛ ohe eje mikitã lɛ mli.’",11.32
output\verses\genesis\genesis_24_verse_42.wav,"“Be ni mibashɛ nubu lɛ he ŋmɛnɛ lɛ, misɔle mikɛɛ, ‘Yehowa, minuŋtsɔ Abraham Nyɔŋmɔ, kɛji ooohã migbɛ ni minyiɛ nɛɛ afee omanye lɛ,",11.42
output\verses\genesis\genesis_24_verse_43.wav,"no lɛ naa miidamɔ nubu nɛɛ he, ni hã aba mli akɛ oblayoo ni aaaje kpo aba nuyɛɛ ni makɛɛ lɛ akɛ miikpa bo fai ni ohã mi ogbɛ lɛ mli nu lɛ fioo manu, 44 ni eeekɛɛ mi akɛ, nuu, ni masaa mayɛ eko mahã oyomai lɛ hu lɛ, hã lɛ efee yoo krɛdɛɛ ni Yehowa ejie ehã minuŋtsɔ bi lɛ.’",14.21
