"word","phoneme","meaning","part_of_speech"
"kontomere","k ò ǹ t ô m r̀ é","leaf of the cocoyam, a spinach-like vegetable"
"koŋ","k ò ŋ̀","horn of an animal"
"koŋ","k ó ŋ̀","side"
"koŋ","k ó ŋ̀","edge, corner"
"koŋ","k ó ŋ̀","oppositeness"
"koŋko","k ò ŋ̀ k ó","under weight, below the expected quantity"
"koŋko","k ó ŋ́ k ó","cigarette tin, used as a measure"
"koŋko","k ó ŋ́ k ó","any empty tin can"
"koŋkomba","k ó ŋ́ ! k ó ḿ b a","a type of music"
"koŋkoshii","k ò ŋ̀ k ó ʃ ̀ḭ ̀ḭ","profiteering"
"koŋkoshilɔ","k ò ŋ̀ k ó ʃ ̀ḭ l ɔ̀","profiteer"
"koŋloo","k ò ŋ̀ l ò ò","bush meat, game"
"koŋŋ","k ó ŋ́ ŋ́","quiet"
"koŋtɛ","k ó ŋ̀ t ɛ́","corner stone of a building"
"koo","k ò ò","forest, woods, bush"
"koobi","k ò ò b í","salted dried fish, especially tilapia"
"koofɛŋ","k ò ò f ɛ́ ŋ́","a chief's horn"
"koogba","k ò ò gb à","newly cleared farm land"
"koohayi","k ò ò h a j̀ ì í","grove, thicket"
"kookane","k ò ò k á n è","green parrot"
"kooko","k ò ó ! k ó ó","haemorrhoids, piles"
"kooko","k ò ó ! k ó ó","a type of large cocoyam"
"kooloiaŋ","k ò ò l ò ì à ŋ̀","among animals, rough estimate"
"kooloo","k ò ò l ò ò","animal"
"kooloo","k ò ò l ò ò","fool"
"koonɔkpaa","k ò ǹ ɔ̀ kp à̰ à̰","a kind of parasitic plant, up to 5m long, used for tying things"
"kooŋnyo","k ò ò ɲ ò","one who lives in the forest, forest-dweller"
"kooshiawuawuo","k ò ò ʃ ì à w ú á w ú ó","a feral cat, domestic cat that has gone wild"
"kootaa","k ó ò t á a","coal tar"
"kootaale","k ó ò t á à l è","coal tar"
"kootsɛ","k ò ò tʃ ɛ̀","leopard"
"kootu","k ó ò t ù","coat, jacket"
"koowie","k ò ò w̌ ì é","thick woods, forest, a patch of forest"
"kooyi","k ò ò j ì","north"
"kora","k ò r à","preserve, look after, manage, control"
"kosɛ","k ò s ɛ̀","showing disgust, surprise, refusal"
"kosɛɛ","k ò s ɛ̀ ɛ̀","countryside, rural area"
"kosɛɛnyo","k ò s ɛ̀ ɛ̀ ɲ ò","farmer, villager"
"kosɛɛtsɛ","k ò s ɛ̀ ɛ̀ tʃ ɛ̀","unrefined, uncouth person, country bumpkin"
"kosɛkosɛ","k ò s ɛ̀ k ò s ɛ̀","unpleasant event"
"kota","k ò t a","fold, eg cloths"
"kota","k ó t a","wrap up"
"kotaikotai","k ó t à ì k ó t à í","folded, crumpled"
"koti","k ó t i","probe, enquire into"
"koti","k ò t í","policeman"
"koto","k ó t o","bend over"
"kotofii","k ó t ó f í í","small"
"kotokoto","k ó t ó k ó t ó","old and bent"
"kotoku","k ò t ò k ú","bag, pocket"
"kotoku","k ò t ò k ú","middle section of the 'tsaani' net"
"kotoŋ","k ò t ó ŋ̀","back"
"kotosɛɛ","k ò t ó s ɛ̀ ɛ̀","the back, the upper back from waist to shoulder blades"
"kotsa","k ò tʃ á","sponge"
"kotsa","k ò tʃ á","hair and nails of the dead"
"kotsa","k ò tʃ á","name of a variety of cassava"
"kotsakotsa","k ò tʃ á k ò tʃ á","fibrous"
"kotsokotso","k ò tʃ ò k ò tʃ ò","rowdiness, of a crowd, gathering"
"kotsokotsoo","k ò tʃ ò k ò tʃ ò ò","massive"
"kotsoo","k ò tʃ ò ò","massive"
"kowɛ","k ó w ɛ́","a kind of plant"
"kowie","k ò w̌ ì é","a kind of pepper"
"kɔ","k ɔ̀","go up, climb, mount"
"kɔ","k ɔ̰̀","bite"
"kɔ","k ɔ́","take, pick, seize hold of"
"kɔ","k ɔ́","concern, affect"
"kɔ","k ɔ̀","a heavy grass mat, used on beds and in doorways"
"kɔ","k ɔ̰́","a soup, eaten with 'kpokpoi'"
"kɔ","k ɔ̰́","a traditional corn food"
"kɔba","k ɔ́ b a","cupboard"
"kɔdɔ","k ɔ̰́ d ɔ̰","be twisted, crooked"
"kɔdɔ","k ɔ̰́ d ɔ̰","twist, make crooked"
"kɔdɔ","k ɔ̰̀ d ɔ̰̀","toad, frog"
"kɔfi","k ɔ́ f i","coffee"
"kɔfiɔɔ","k ɔ́ f í ɔ́ ɔ́","sickly looking, feeble"
"kɔfuu","k ɔ̀ f ṵ́ ṵ","an herb"
"kɔgbamɔ","k ɔ̰́ gb á m ɔ̰","the ceremony of sprinkling and eating 'kpokpoi'"
"kɔi","k ɔ́ ì","hoe"
"kɔi","k ɔ́ í","a drop, eg of water"
"kɔjɔ","k ɔ́ dʒ ɔ́","a step, a short distance"
"kɔkɔ","k ɔ̀ k ɔ̀","warning, admonition"
"kɔkɔ","k ɔ̀ k ɔ̀","a fish"
"kɔkɔ","k ɔ́ k ɔ̀","palm of the hand"
"kɔkɔbo","k ɔ̀ k ɔ̀ b ó","dwarf mongoose"
"kɔkɔbɔɔ","k ɔ̀ k ɔ̀ b ɔ̀ ɔ̀","warning"
"kɔkɔdene","k ɔ̀ k ɔ̀ d é ! n é","toad, frog"
"kɔkɔdene","k ɔ̀ k ɔ̀ d é ! n é","toadfish"
"kɔkɔdene","k ɔ̀ k ɔ̀ d é ! n é","an herb"
"kɔkɔle","k ɔ́ k ɔ́ l é","kwashiorkor, a protein deficiency disease"
"kɔkɔlebiakɔ","k ɔ̀ k ɔ̀ l é b í à k ɔ","a plant"
"kɔkɔɔkɔ","k ɔ̀ k ɔ́ ɔ́ k ɔ́","not at all, never"
"kɔkɔɔkɔ","k ɔ́ k ɔ́ ɔ́ k ɔ́","a call, to signify one's presence and request entry"
"kɔkɔtɛ","k ɔ̀ k ɔ̀ t ɛ̀","sea catfish"
"kɔkrɔɔ","k ɔ́ k r ɔ́ ɔ́","small"
"kɔkrɔɔ","k ɔ́ k r ɔ́ ɔ́","in particular"
"kɔkrɔɔ","k ɔ́ k r ɔ́ ɔ́","nucleus"
"kɔla","k ɔ́ l à","colour"
"kɔla","k ɔ́ l à","collar"
"kɔlebu","k ɔ̀ l è b ú","hospital, clinic"
"kɔlebu","k ɔ̀ l è b ú","maternity dress"
"kɔli","k ɔ̀ l í","a blue bead, aggrey bead"
"kɔli","k ɔ̀ l í","shrub, kind of"
"kɔlikɔ","k ɔ̀ l í k ɔ","bile"
"kɔlikɔ","k ɔ̀ l í k ɔ","gall bladder"
"kɔlɔ","k ĺ ɔ","pick up, pick out"
"kɔlɔ","k ĺ ɔ","straighten out, detangle"
"kɔlɔ","k ĺ ɔ","pick up stitches or knots as in knitting, weaving, netting"
"kɔlɔ","k ĺ ɔ","collect and heap up sticks, plants, etc gathered after clearing a farm"
"kɔlɔ","k ɔ̀ l ɔ̀","a kind of palm tree"
"kɔlɔ","k l̀ ɔ̀","grumble"
"kɔmfi","k ɔ̀ m̀ f ḭ̀","a ceremony, to cut through the bank of the kɔɔle lagoon"
"kɔmi","k ɔ̰́ m ḭ́","garlands of leaves and flowers, put on a girl getting married for the first time"
"kɔmi","k ɔ̰́ m ḭ́","a sacred string, tied around neck as an amulet"
"kɔmi","k ɔ̰́ m i","a steamed maize food, kenkey"
"kɔmi","k ɔ̰́ ŋ̀","a steamed maize food, kenkey"
"kɔmishɛŋ","k ɔ̀ m í ʃ ɛ̀ ŋ̀","commission, money paid to retailer for selling goods"
"kɔmɔ","k ɔ̰́ m ɔ̰","bite, cause pain"
"kɔmɔ","k ṵ́ m ɔ̰","bite, cause pain"
"kɔmɔ","k ɔ̰́ m ɔ̰","itch, be painful"
"kɔmɔ","k ṵ́ m ɔ̰","itch, be painful"
"kɔmɔ","k ɔ̰́ m ɔ̰","be in labour"
"kɔmɔ","k ṵ́ m ɔ̰","be in labour"
"kɔmɔmɔ","k ɔ̰́ ɔ̰̀ m ɔ̰̀","labour, childbirth"
"kɔmpiuta","k ɔ̀ m̀ p í ú t à","computer"
"kɔne","k ɔ̰́ n e","convince"
"kɔnɛshɛŋ","k ɔ̀ n ɛ́ ʃ ɛ̰̀ ŋ̀","back-door dealings"
"kɔni","k ɔ̰̀ n ḭ̀","miserliness"
"kɔnitsɛ","k ɔ̰̀ n ḭ́ tʃ ɛ̀","a stingy person"
"kɔnɔle","k ɔ̀ n ɔ́ l è","scribbling"
"kɔntɔ","k ɔ̀ ǹ t ɔ́","curve, semi-circle"
"kɔntɔ","k ɔ̀ ŋ̀ t ɔ́","curve, semi-circle"
"kɔnyɔ","k ɔ̰̀ ɲ ɔ́","crooked, misshapen"
"kɔŋ","k ɔ̀ ŋ̀","fist"
"kɔŋ","k ɔ̰̀ ŋ̀","bad quality, inedible, dried-out, used cassava leaves"
"kɔŋkɔ","k ɔ́ ŋ̀ k ɔ́","very small, narrow cup made from a coconut shell"
"kɔŋkɔ","k ɔ́ ŋ̀ k ɔ́","drinking glass, tumbler"
"kɔŋkɔ","k ɔ́ ŋ̀ k ɔ́","a unity"
"kɔŋkɔŋ","k ɔ̰̌ ŋ̀ k ɔ̰̌ ŋ","a dry, chesty cough; whooping cough"
"kɔŋkɔŋsa","k ɔ̀ ŋ̀ k ɔ̀ ŋ̀ s á̰","gossip, betrayal"
"kɔŋkɔŋtiele","k ɔ́ ŋ́ k ɔ́ ŋ́ t í ! é l é","a game of blind-folding"
"kɔŋtɔŋkrɔŋŋ","k ɔ̰́ ŋ́ t ɔ̰́ ŋ́ k ŕ ɔ̰́ ŋ́ ŋ́","in a complete circle"
"kɔɔ","k ɔ̰̀ ɔ̰̀","forest, woods, bush"
"kɔɔ","k ɔ̀ ɔ̀","bright red colour"
"kɔɔ","k ɔ̰̀ ɔ̰̀","compassion"
"kɔɔ naa","k ɔ̰̀ ɔ̰̀ n à̰ à̰","forest, woods, bush"
"kɔɔble","k ɔ́ ɔ̀ b l̀ é","copper, brass"
"kɔɔdɔŋ","k ɔ̰̀ ɔ̰́ d ɔ̰̀ ŋ̀","bent, crooked"
"kɔɔdɔŋtsɛ","k ɔ̰̀ ɔ̰́ d ɔ̰̀ ŋ̀ tʃ ɛ̀","unreliable, untruthful person"
"kɔɔjaŋ","k ɔ̀ ɔ̀ dʒ á ŋ́","red mourning cloth"
"kɔɔle","k ɔ̀ ɔ̀ l è","eagle"
"kɔɔle","k ɔ̀ ɔ̀ l é","eagle"
"kɔɔle","k ɔ̀ ɔ̀ l è","name of a deity"
"kɔɔle","k ɔ̀ ɔ̀ l é","name of a deity"
"kɔɔle","k ɔ̀ ɔ̀ l è","name of a lagoon, associated with the deity"
"kɔɔle","k ɔ̀ ɔ̀ l é","name of a lagoon, associated with the deity"
"kɔɔle","k ɔ̀ ɔ̀ l è","lineage name for a second-born male"
"kɔɔle","k ɔ̀ ɔ̀ l é","lineage name for a second-born male"
"kɔɔŋ","k ɔ̰̀ ɔ̰́ ŋ","shoulder"
"kɔɔŋnɔ","k ɔ̰̀ ɔ̰́ ŋ n ɔ̰̀","upper part of the shoulder, over the shoulder"
"kɔɔŋsɛɛ","k ɔ̰̀ ɔ̰́ ŋ s ɛ̀ ̀ɛ","behind, back of the shoulder"
"kɔɔpoo","k ɔ́ ɔ̀ p ò ó","a small jug, cup"
"kɔɔtu","k ɔ́ ɔ̀ t ù","civil court"
"kɔɔyɔɔ","k ɔ̀ ɔ́ j ɔ̀ ɔ̀","air, wind, breeze"
"kɔpe","k ɔ́ p é","assistant on job"
"kɔshikɔshi","k ɔ̀ ʃ ì k ɔ̀ ʃ ì","doubt, scepticism, confusion"
"kɔsɔiaŋ","k ɔ́ ! s ɔ́ à ŋ̀","in privacy, in private"
"kɔsɔŋkɔsɔ","k ɔ̀ s ɔ̀ ŋ̀ k ɔ́ s ɔ́","chain, neck chain, necklace"
"kɔsuaŋgbɛi","k ɔ́ s ú à ŋ̀ gb ɛ́ i","proper noun"
"kɔtekɔte","k ɔ́ t é k ɔ́ t é","crystal clear"
"kɔtɛitsokpo","k ɔ̀ t ɛ̀ í ! tʃ ó kp o","a bird, the grey woodpecker"
"kɔti","k ɔ̀ t ì","torch"
"kɔti","k ɔ̀ t ì","penis"
"kɔtobonsam","k ɔ̀ t ò b ò ǹ s à ḿ","unconscienceness"
"kɔtɔbla","k ɔ́ t ɔ́ b ĺ á","lies, dishonesty"
"kɔtɔblatsɛ","k ɔ́ t ɔ́ b l á t s ɛ̀","liar"
"kɔtɔkɔ","k ɔ̀ t ɔ̀ k ɔ","the crested porcupine"
"kɔtɔkɔtɔ","k ɔ̀ t ɔ̀ k ɔ̀ t ɔ̀","sound of boiling"
"kɔtɔntsi","k ɔ̀ t ɔ̀ ń tʃ i","appellation for the silk-cotton tree"
"kɔtɔntsi","k ɔ́ t ɔ̰́ ń tʃ i","basket filled with clothes, matches etc"
"kɔyɛli","k ɔ̰́ j é l í","the day on which kpokpoi is eaten: Satuday in Ga Mashie, Tuesday in Osu, La, Teshie and Kpone"
"kɔyema","k ɔ̰́ j é m á̰","gleamings, remnantsof maize harvest"
"kɔyema","k ɔ̰́ j é m á̰","snack, small meal"
"Kpa","kp à̰ à̰, kp à̰","A major deity in La"
"Kpa","kp à̰ à̰, kp à̰","a type of music, performed by priests in La and Teshie"
"kpa","kp á","roam about"
"kpa","kp á","stumble"
"kpa","kp á","smudge, smear"
"kpa","kp á","collect, bring in"
"kpa","kp á","harvest, especially cereals"
"kpa","kp á","expect, believe"
"kpa","kp á","protect from"
"kpa","kp á","stop, close off"
"kpa","kp á","remove"
"kpa","kp á","punish"
"kpa","kp á","become bald"
"kpa","kp á","forget, forget about"
"kpa","kp á","count"
"kpa","kp á","discriminate, distinguish"
"kpa","kp á","inquire into, determine, check up on"
"kpa","kp á","note"
"kpa","kp á̰","stretch, lengthen, extend"
"kpa","kp á̰","observe, spy on"
"kpa","kp á̰","make a noise by forsing air through the teeth"
"kpa","kp á","agree"
"kpa","kp á","cluck like a hen"
"kpa","kp á","physical deformity"
"kpa","kp á","monetary interest"
"kpaa","kp à̰ à̰","rope, string, thread"
"kpaa","kp à̰ à̰","wire"
"kpaa","kp à̰ à̰","cane, whip"
"kpaa","kp à̰ à̰","farthing"
"kpaa","kp á à","completely, very well"
"kpaako","kp à á k ó","now"
"kpaakpa","kp á á kp á","near, close"
"kpaakpaa","kp à̰ à̰ kp à̰ à̰","full of threads, stringy, (like cassava, okro), in strings"
"kpaakpo","kp à à kp ò","lake, pond"
"kpaanyɔ","kp à̰ á̰ ɲ ɔ̰","quatn, eight"
"kpaaŋma","kp à̰ á ŋm á̰","two and a half pence, 2½ d"
"kpaashatamɔ","kp à̰ à̰ ʃ à̰ t à̰ m ɔ̰̀","a game, tug-of-war"
"kpaatsɛ","kp à̰ à̰ tʃ ɛ̀","supernaturally powerful traditional healer"
"kpaatsɛmɔ","kp à̰ à̰ tʃ ɛ̰́ m ɔ̰","spinning; making a web"
"kpaatswaa","kp à̰ à̰ tʃʷ à à","telephony, telecommunications, telephoning"
"kpabii","kp á b í i","money"
"kpabuu","kp á b ù ù","prison"
"kpai","kp à í","a flexible rush basket"
"kpai","kp à í","cheek, cheeks"
"kpai","kp à í","plenty"
"kpaikpai","kp à̰ ḭ̀ kp à̰ ḭ̀","fibrous, stringy"
"kpaikpai","kp à̰ ḭ̀ kp à̰ ḭ̀","poor, shabby-looking"
"kpajelɔ","kp á dʒ è l ɔ̀","physically-handicapped person, cripple"
"kpakpa","kp à kp à","fan"
"kpakpa","kp á kp á","good"
"kpakpa","kp á kp á","genuine, right, correct"
"kpakpa","kp á kp á","common, normal"
"kpakpaakpa","kp á kp á á kp á","very close"
"kpakpala","kp á ! kp ĺ á","acquire, buy a large amount Yoo le kpakpala ameo lɛ fɛɔ the woman bought up all the tomatoes"
"kpakpataa","kp à kp à t à à","helpless, reduced to helplessness"
"kpakpataa","kp à̰ kp à̰ t à̰ à̰","strong, of a person"
"kpakpataa","kp à̰ kp à̰ t à̰ à̰","tough, of meat"
"kpakpla","kp à ! kp ĺ á","an herb Euphorbia heterophylla"
"kpakpo","kp à kp ó","male goat, he-goat"
"kpakpo-shitɔ","kp à kp ó ʃ í t ɔ́","a small, green round pepper Capsicum annuum"
"kpala","kp l̀ á","protect"
"kpala","kp ĺ á","stagger, stumble"
"kpala","kp ĺ a","herd, bring (sheep, cattle)"
"kpala","kp ĺ a","clean off, clear off, be clean"
"kpala","kp ĺ a","be free of, be empty"
"kpala","kp l̀ á","a skin disease, craw-craw"
"kpala","kp ĺ à","lengthy period, long time"
"kpalakpala","kp l̀ à kp l̀ à","unexpectedly"
"kpalakpala","kp l̀ à kp l̀ à","urgent, immediate"
"kpalalɔ","kp á l à l ɔ̀","herdsman"
"kpale","kp á l e","return, reject, send back"
"kpale","kp á l e","repent, turn away from"
"kpalɛ","kp á l ɛ","baldness"
"kpalɛkpalɛ","kp à l ɛ̀ kp à l ɛ̀","bald"
"kpamla","kp à̰ m̀ l à","sea-perch, grouper, also soap-fish"
"kpanaa","kp à n à à","great, renowned"
"kpanaku","kp à n à k ú","notorious jurɔ kpanaku notorious thief"
"kpanya","kp à̰ ɲ à̰","a hanging bag"
"kpanya","kp à̰ ɲ à̰","hammock"
"kpaŋ","kp à̰ ŋ̀","discuss, deliberate, plan, think about"
"kpaŋ","kp á̰ ŋ́","hitting sound"
"kpaŋkpama","kp á̰ ŋ́ kp á m á","handcuffs"
"kpaŋlogo","kp á̰ ŋ́ l ó g ó","a type of Ga popular music and dance, a style of drumming"
"kpaŋmɔ","kp à̰ ŋ̀ m ɔ̰̀","covenant, agreement"
"kpaoo","kp á ó ó","a little bit"
"kpaoo","kp á ! ó ó","used to disclaim involvement, refusal to be included in eg an argument"
"kpasa","kp á s a","lean against"
"kpasaŋku","kp à̰ s à̰ ŋ̀ k ṵ́","harp"
"kpashialala","kp á ʃ ì á l à l á","promiscuous"
"kpashimɔ","kp à̰ ʃ í m ɔ̰","performance of Kpa music"
"kpashiɔkɔ","kp à ʃ ì ɔ̀ k ɔ̀","kwashiorkor, a protein deficiency disease of children"
"kpa-sɔɔ-kpa","kp à̰ s ɔ̰̀ ɔ̰̀ kp à̰","a type of kpa music, performed to comment on individuals' behaviour"
"kpata","kp á̰ t a̰","make peace, settle a dispute, propitiate, pacify"
"kpata","kp á̰ t a̰","destroy, annihilate"
"kpata","kp á̰ t a̰","be destroyed"
"kpata","kp à t á","a disease, measles"
"kpata","kp à t á","shed, shelter"
"kpataa","kp á t á á","open, flat, bare expanse"
"kpataatsɛ","kp á t á á ʃ ɛ̀","bald person"
"kpatabɛlɛ","kp à t à b l̀ ɛ́","foolhardiness, in fighting"
"kpatakpata","kp á t á kp á t á","bare, bald"
"kpatakpata","kp à t à kp à t à","hurriedly"
"kpatakplibi","kp à t à kp l̀ í b ì","difficulty, of a problem"
"kpatakplibi","kp à t à kp l̀ í b ì","unrelenting attitude, of a person"
"kpatalɔ","kp á̰ t à̰ l ɔ̀","arbitrator"
"kpatamɔ","kp á̰ t à̰ m ɔ̰̀","arbitration, mediation"
"kpatashi","kp à t á ʃ ḭ́","kitchen"
"kpatawoo","kp à t á w ò ò","roofing a kitchen"
"kpatawoonɔ","kp à t á w ò ò n ɔ̰́","money paid to those who roof the kitchen"
"kpatawoonɔ","kp à t á w ò ò n ɔ̰́","roofing material for a kitchen"
"kpate","kp à t é","a disease, smallpox"
"kpatsɛ","kp á tʃ ɛ̀","cripple, physically deformed person"
"kpatu","kp á t u","act deliberately"
"kpatu","kp à t ú","a bird, the owl"
"kpatu","kp à t ú","the unexpected"
"kpawo","kp à w ò","seven"
"kpe","kp è","meet, go to meet"
"kpe","kp è","be late"
"kpe","kp é","chew, masticate"
"kpe","kp é","be last"
"kpe","kp é","wake"
"kpe","kp é","important"
"kpee","kp è ê","meet, assist, welcome, meet in a friendly manner"
"kpee","kp è é","meet, assist, welcome, meet in a friendly manner"
"kpee","kp è ê","face, confront"
"kpee","kp è é","face, confront"
"kpee","kp è ê","marry a woman"
"kpee","kp è é","marry a woman"
"kpee","kp è è","meeting, gathering"
"kpeemɔyoo","kp è é m ɔ̰̀ j ò ò","married woman"
"kpeenɔkwɛlɔ","kp è è n ɔ̰̀ kʷ ɛ́ l ɔ","chairman"
"kpeenɔkwɛlɔ","kp è è n ɔ̰̀ kʷ ɛ́ l ɔ","overseer"
"kpekpe","kp è kp è","sack, bag"
"kpekpelee","kp é kp ĺ é é","alive, strong, in prime condition"
"kpekpemaa","kp é kp é m á̰ á̰","stubborn, recalcitrant"
"kpekpemaa","kp é ŋ́ kp é m á̰ á̰","stubborn, recalcitrant"
"kpekpenkpa","kp é kp é ń kp à","very hard, difficult situation"
"kpekpetee","kp è kp è t è è","hard"
"kpekpetee","kp è kp è t è è","difficult, of a person"
"kpekple","kp l é kp l̀ è","A ceremonial food, associated with Homowo, made from steamed ground corn mixed with palm oil and ɔkro, and eaten with palm nut soup"
"kpele","kp l̀ è","the universal God"
"kpele","kp l̀ è","Ga traditional religion"
"kpele","kp l̀ è","the annual cycle of traditional religious customs and observances"
"kpele","kp l̀ è","a type of music"
"kpele","kp l̀ è","an ethnic name"
"kpele","kp l̀ è","stretch over, extend to"
"kpele","kp l̀ è","contain, engulf, swallow up"
"kpele","kp è l é","great"
"kpelebi","kp l̀ è b ì","a whip made of animal tail or cane, used by 'asafoatsemei'"
"kpelejoo","kp l̀ è dʒ ò ò","the universal God"
"kpelejoo","kp l̀ è dʒ ò ò","Ga traditional religion"
"kpelejoo","kp l̀ è dʒ ò ò","the annual cycle of traditional religious customs and observances"
"kpelejoo","kp l̀ è dʒ ò ò","a type of music"
"kpelejoo","kp l̀ è dʒ ò ò","an ethnic name"
"kpeleke","kp ĺ é k e","descend, come down"
"kpeleke","kp ĺ é k e","come ashore from a boat"
"kpeleke","kp ĺ é k e","perform a certain ritual"
"kpeleke","kp ĺ é k e","give birth"
"kpelekpele","kp è l é kp è l é","great"
"kpelelee","kp l̀ è l è è","enlarged, swollen: used of parts of the body"
"kpelelee","kp l̀ è l è è","unwieldy"
"kpelelee","kp l̀ è l è è","difficult, of a person"
"kpeleŋ","kp è l é ŋ́","a plant Salacia togoica"
"kpelɔ","kp è l ɔ̀","customer"
"kpeŋ","kp é ŋ́","brittle, breaking easily"
"kpeŋkpeŋ","kp é ŋ́ kp é ŋ́","brittle"
"kpeŋkpeŋ","kp é ŋ́ kp é ŋ́","straightforwardly, directly"
"kpeŋkpeshi","kp è ŋ̀ kp è ʃ i","kinky, tightly curled, of hair"
"kpeshii","kp é ʃ ḭ̀ ḭ̀","wake-keeping"
"kpesu","kp è s ú","a basket, for keeping fowls"
"kpetekplee","kp è t è kp l̀ è è","unconcealed, openly"
"kpeteŋkple","kp è t è ŋ̀ kp l̀ è","Large"
"kpeteŋkple","kp è t è ŋ̀ kp l̀ è","Great"
"kpewee","kp é w é é","Bare of grass"
"kpewu","kp è w ú","Hardy, tough"
"kpɛ","kp ɛ̀","Sew"
"kpɛ","kp ɛ̀","Make furniture, do carpentry"
"kpɛ","kp ɛ̀","Close tightly"
"kpɛ","kp ɛ̀","Carry on the back"
"kpɛ","kp ɛ̀","Remain, stay behind"
"kpɛ","kp ɛ́","Carve wood, stone"
"kpɛ","kp ɛ́","Strike a match"
"kpɛ","kp ɛ́","Switch on power"
"kpɛ","kp ɛ́","Flash, as lightning, shine, glow"
"kpɛ","kp ɛ́","Give a disapproving look, kill by witchcraft, give the evil eye"
"kpɛ","kp ɛ́","even a little bit"
"kpɛɛ","kp ɛ̀ ɛ́","nickname for akpeteshi"
"kpɛɛhela","kp ɛ̀ ɛ̀ h è l à","A disease, lockjaw, tetanus"
"kpɛɛjwɛ","kp ɛ̰̌ ń dʒʷ ɛ","Four farthings, one penny, one pesewa"
"kpɛɛkpaanyɔ","kp ɛ̰̌ ɛ̰́ kp à à ɲ ɔ̰̀ ɔ","Eight farthings, two pennies, pesewas"
"kpεεκpεε","kp ɛ̰́ ɛ̰̀ kp ɛ̰́ ɛ̰̀","Tiring, difficult, hard"
"kpɛɛnyɔ","kp ɛ̰̌ ɛ̰́ ɲ ɔ̰","Two farthings, one half penny, half a pesewa"
"kpεκpε","kp ɛ́ kp ɛ́","A comb with two teeth"
"kpεκpε","kp ɛ́ kp ɛ́","A tool for breaking firewood"
"kpεκpεεκpε","kp ɛ́ kp ɛ́ ɛ́ kp ɛ́","Very close, adjacent to, touching"
"kpɛkpɛi","kp ɛ̀ kp ɛ́ i","Stinginess"
"kpɛkpɛi","kp ɛ̀ kp ɛ̀ ɛ́","Stinginess"
"kpɛkpɛifeemɔ","kp ɛ̀ kp ɛ̀ f è é m ɔ̰","miserliness, stinginess, being stingy"
"kpɛkpɛilɔ","kp ɛ̰́ kp ɛ̀ í l ɔ","miser, stingy person"
"kpɛkpɛitse","kp ɛ̀ kp ɛ̀ í tʃ ɛ̀","miser"
"kpɛkpɛlɛ","kp ɛ̰́ ! kp ĺ ɛ́","Cough, clear throat"
"kpεκpεo","kp ɛ́ kp ɛ́ ó","Remains of the harvest"
"kpɛkplemɛnsɛ","kp ɛ̰́ k l p ɛ̰́ m ɛ̰́ n s ɛ̰́","flame tree, flamboyant tree"
"kpɛkplɛmitɛ","kp ɛ̀ kp l̀ ɛ̀ m í t ɛ","a marine fish"
"kpɛkplɛte","kp ɛ̀ kp l̀ ɛ̀ t é","a fish"
"kpɛlɛ","kp l̀ ɛ̰́","admit, acknowledge, agree to, approve"
"kpɛlɛ","kp l̀ ɛ̰́","get along, concede, cooperate, behave in a social, non-individualistic manner"
"kpɛlɛ","kp ĺ ɛ̰","cough, clear throat"
"kpɛlɛ","kp ĺ ɛ","shine, glitter, produce sparks"
"kpɛlɛkpɛlɛ","kp ĺ ɛ́ kp ĺ ɛ́","pomposity, self-importance"
"kpɛlɛkpɛlɛ","kp ĺ ɛ́ kp ĺ ɛ́","Fidgeting, being over-curious"
"kpɛlɛkpɛlɛfeelɔ","kp ĺ ɛ́ kp ĺ ɛ́ f è é l ɔ","self-important person"
"kpɛlɛkpɛlɛfeemɔ","kp ĺ ɛ́ kp ĺ ɛ́ f è é m ɔ̰","self-important behaviour"
"kpɛlɛkpɛlɛtsɛ","kp ĺ ɛ́ kp ĺ ɛ́ tʃ ɛ","Self-important person"
"kpεlεlεε","kp l ɛ l̀ ɛ̀ l ɛ̀ ɛ̀","Huge and spreading"
"kpεmε","kp ɛ̀ m ɛ̀","a load carried on the back, backpack"
"kpεmε","kp ɛ́ m ɛ́","a chisel, for splitting wood"
"kpɛnsɛ","kp ɛ́ ń s ɛ","Withdraw, opt out, change one's mind on something previously agreed"
"kpεηyεε","kp ɛ́ ɲ ɛ́ ɛ́","Any little thing"
"kpɛŋkpaanyɔ","kp ɛ̰̌ ŋ̀ kp à̰ à̰ ŋ ɔ̰̀","Tuppence"
"kpεŋκpεmε","kp ɛ̀ ŋ́ kp ɛ̰̀ m ɛ̰́","A very small sea fish"
"kpεŋκpεmε","kp ɛ̀ ŋ́ kp ɛ̰̀ m ɛ̰́","A stupid, silly person"
"kpεŋκpεni","kp ɛ̰̀ ŋ̀ kp ɛ̀ n í","The fish 'antebo' or 'antele', when young"
"kpεŋκpɛŋ","kp ɛ̀ ŋ̀ kp ɛ̀ ŋ̀","Tactlessly, carelessly"
"kpεŋkple","kp ɛ̰̀ ŋ̀ kp ĺ ɛ̰","Hare, rabbit"
"kpεŋkple","kp ɛ̰̀ ŋ̀ kp l̀ ɛ̰ n","Hare, rabbit"
"kpεŋŋ","kp ɛ́ ŋ́ ŋ́","Hard, firmly"
"kpεŋŋshεŋŋ","kp ɛ́ ŋ́ ʃ ɛ́ ŋ́ ŋ́","Stiff"
